review_id,element_id,rating,ground_truth,predicted,score,text,reason
"R20M6JOASW88SS,RPM4RV2MQNNN0,R19KRP5SDTN2NL,R1HQBX8OVYYO7W,RQ9RWJZB21GNX,R26WA9NHSG09V,R1R02S6NW8I5BS,R3SFPV2D6N2S9Q",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475962,3.9,Neutral,Positive,0.8619,"It just good for beginners you can start your work using this one, noise cancellation issue you can face while using this and some time connectivity problem also can face coz of it's 3.5 mm jack it's not working well sometime ....overall it's okay at this price.,,Good quality sound.. better than phone microphone. It has a deep tone to it rather than compressed sounding audio from smartphone mic. Works with my nikon z50.,Great product for beginners,Like the product, works good at this price,Nice one,Sound good but capture ambiance Sound not deduct ambiance sound,I am very impressed this product.Best Mic.",-
"R15X8TSLB82W2J,R1EI6L4P0NUWLK,R1XPA9CXQ07FQW,RGBXMT5Q7DSGO,R2SRH5XZ5MY04L,R22XW48SVD9N5F,RAYTSZHN0P9H5,R26ULECYB1ZKE1",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475982,4.0,Positive,Negative,-0.7564,"Typing is easy, comfortable and fast but keyboard is not good for gaming. The buttons when pressed and held down for long time can remain stuck when released. The button itself doesn't stay down but it still keeps working until I press it again. Died in games many times by falling from high places.I had this same issue in my old hp pavilion laptop keyboard too actually. Something they should have a look into.,I am using 6 month.This is now performing good and smooth.very good product.,Good product,Lack of led for power level,  caps and numlock is a big headache.,keyboard doesn't have that much tactile feel like my wired HP keyboard. definitely looks good & works perfectly. mouse is a bit small compared to wired ones. not sure about battery. just started using it.,I buyed it,I am working with it, and it's good.,Nice product",Ada kata 'Tapi' (Kontras)
"REQ74ZVYY2I01,R15RS7QIKMBY5Z,RCYHKHTW0MAL8,R1AB17ZPSW1AE1,R145BZJOMF3WT1,R11AYTN6DNN25S,R17NRPNYVC5XVK,R2U218ZDN8D849",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475983,3.3,Neutral,Positive,0.9845,"This mic's sound quality is very good but if you are looking for a mic which you will use in your PC then don't buy this microphone because it doesn't come with a TRRS to TRS converter. Overall good mic and wire length is also average 1 Meter. In this price range its very worth it to buy this mic but if you want to use in Laptop or PC then buy Maono AU 400 microphone which comes with a converter and it is also very good mic.,Not suitable for DSLR camera,Just good for yt,Okay 👌,Product is not good for anyone. It is scrap and waste of money.,,Not too good,It has a good sound and audio quality. It have  not very good in noise cancellation. It will filter some minute sound .It is helpful for YouTube video creators.But the clip is very hard so I can't fit it in shirt.It is worth for the cost.",-
"R2IMML4LPCQ5C0,R24NQRDGFWSFO8,R2ONXP5WQXARB6,RIEIIOVX84JE9,R1IU46EQPTHDU,R3QWLI0TRYXK2S,R9Z8ZA620SXJR,R33PT3WKA3D15Q",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475984,3.7,Neutral,Positive,0.9964,"Audio quality is good for this price range. The noise cancellation also works pretty well. Best thing is that it fits well in my ears. The functionality of microphone is also good because it reduces the unwanted environmental noise for eg when you are talking to someone in a crowded place.,One tap (left/right) --- Pause/PlayDouble tap (left/right) --- previous/nextThree tap (left/right) --- volume -/+Four tap left --- Music/ GameFour tap right --- Base/ Rock/ HiFiRight hold --- change ANC / No ANC / TransparentLeft hold --- Bixby/ Siri /Google assistantHold for longer time --- Turn offThese are the touch controls for omega .ANC is not that much good. But okay. Gives good backup.For a price range of 2000 it is good. ENC is okay.No app or anything to equalize , have to do it with built in mobile equalizer.,Noice cancellation is not good. It's lower quality system. Otherwise Sound Quality is GOOD. Bass is Ok. Looking Very Nice, Good fittings. Touch Sensor almost good work.,It's a good set overall. Sometimes it doesn't auto-connect and I need to open Bluetooth settings in my phone/laptops to manually connect - which is little annoying for me.,Other then latency.. it is not good for gaming.. environment sound is not good.. you cannot tell the direction of foot steps until it's too close.. don't buy it for gaming... Other than gaming it's a good earphone in this price range..,Good product. Decent sound. Bass should have been better. Treble is slightly on the higher note. ANC works well and subdue ambient noise.,I liked it,Good",-
"R2IKZK0CHQ08WM,RGU29XK250TD5,R29P8YX2GHMMNH,R2XHYS27FFFDC0,R2H3LRA8OB7ZUF,R1E9O49QVK1MOR,RUO5Z5INF7INR,R2LRYN93E4OFJK",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475988,3.9,Neutral,Positive,0.9788,"My office PC UPS Legrand  Numeric UPS Digital 600EX-V is having only one LED and beep codes. This is not sufficient, if we want more details. However the unit is robust, easy to disassemble, easy to replace battery with generic battery, having best transfer time (less than 4 milli Sec) 37min backup for CPU + Monitor when checked. In view of this,  the Legrand Numeric UPS Digital 600EX-V should my the number one choice. But it also has low  user ratings.The  following brands  came to my notice on search.1) APC BX600C-IN2) APC BX600CI-IN3) Emerson Liebert iTon CX 600(I have not considered microtek, intex, iball; vguard etc may be they are good)The technical parameters of the above all looked similar , like generator compatibility, AVR, High/low/overload protections. But the transfer time specified for Numeric is less than 4 milli sec, for  APC 10 milli sec typical, and for Liebert 4-8 milliseconds.APC BX600C-IN  is selected as my requirement is not for PC or laptop (further search is not done for UPS with communication port and auto save software ) and  in view of better interface  ( Power LED Dual color, Charging LED Dual colour, Battery saver LED ) . It also has  better backup and surge power than APC BX600CI-IN (minus resettable thermal relay)Based on the reviews, there are four major issues i have noticed,(1) very old stock (Battery capacity expected to be in reduced condition, resulting into low backup time) or battery issue.(2) Transit damages, as it is bulky to its volume. Though it is better to purchase such items offline, I still tried online in view of remote location.(3) No load protection .  It acts  if very low load is connected (e.g. just modem  or less than 30w and battery saver mode is on  ) after 5 min , people get confused it as giving only 5 min backup (it shouldn't be considered as a problem once known, since additional loads can be connected or battery saver mode can be unselected)(4) If Battery saver is enabled , it shutdowns while 5 min juice still left (it shouldn't be considered as  a problem,  since it can be unselected if selected intentionally or unintentionally)To reduce the above risks, M/s Appario Retail Private Ltd was chosen (at lightening deal at Rs Rs2659.00). The order was placed on 10.04.19. The product is delivered in 4 days on 13.04.19. The original packing was wrapped in repeated turns of polyethylene. The packing reached without any major distortions. The original cartoon packing was in sealed condition. However when it was opened, some (parts) looseness sound was coming from the UPS. The same was reported to APC service center. They registered the complaint and told me that the service person will visit within 48 hours of working days. Further they have given clearance to put the UPS in service.First it was charged fully , while UPS in off condition (charging light was on while charging and it became off after charging). Now the UPS was made on by power button (it is to be pressed and hold for not less than 1 second before release or release after beep tone) connected to PC with 32 inch LED TV, initially some repeated chattering (without any power interruption to the load) was happening, if power input is kept off (on battery). It was happening some times.When it is on battery,  beep sound was occurring every 22 sec against APC Manual spec of 60 sec.it withstood for 18 minutes for the PC with 32 inch LED TV on battery. (Battery save mode was in off condition)Further it got switched off within 5 sec of low battery alarm, against 60 sec specified in the manual.The manufacturing date as per slip glued on original packing was Nov, 2018 (photo attached) but the test and quality passing date is 11.01.2018 12.53 hrs (photo attached)(As my load is more than 30w,  I can put it on battery saver mode, the battery saver button to be pressed and hold for not lessthan 2 seconds before release to change the state , this  is minor but the holding time is no where written in the manual).The UPS body temperature appears to be on higher side, when compared to Numeric installed at office under similar ambient temperature (while on load with input mains as well as while in off condition without charging but connected to mains).The above is initial experience only, any updates shall be shared in future.Note1: This item isn't eligible for returnFor safety reasons, items containing flammable liquids or gases can't be returned to Amazon. For more information or help, please contact them.(If you want return facility search for other alternatives)Update 1The service person called me on 14.04.19 and informed about his planned visit on 15.04.19.The service person visited in the morning of 15.04.2019 and disassembled the UPS, there was a  minor play with the battery, ( the whole casing is of plastic, one side cover opens including top as one part) the play may be due to design / manufacturing tolerances. The PCB and the transformer were already firmly fastened to body and all connections were also tight. Hence the looseness is acceptable. The battery manufacturing date was Oct 2018. I agreed for his optional proposal to replace with a new sealed battery (but manufactured in Sept 2018). The chattering may be relevant to building wiring, as it is not happening with main sockets in other rooms or if we remove UPS input plug from the same socket (see next update for accurate reason) .  In the whole,  the service person’s only concern was hotter transformer, based on his experience (but it will be replaced only if it fails).Prompt response of service center is appreciable (that too for an interior of 76 km from service center, located at state capital) and it compliments the non return policy.Update 2It is fully charged with replaced battery  and backup time was tested with the same load as above. But this time large improvements were observed in the backup time and  parameters (difficult to reason out) as below.Backup time is 32 Min (until some different  type of blinking of power led  & different type of beeps happens for few seconds, may be relevant to battery saver mode  and however it got normalized in auto ) after 5 min further,  the battery low blinking of power LED occurred (hence total 37 min against 18 min of earlier experience as above) and these beeps occurred for 40 seconds before it tripped (against 5 seconds of earlier experience as above), but power LED was glowing for every few seconds till further 20 seconds in off condition.Battery on  beep was occurring for every 59.90 seconds (~1 min) to indicate the load is on battery (against every 22 second earlier experience as above). I was totally involved with service person as it has to protect very costly, bulky and  distant service partner type equipment at my home . He has replaced only battery, and he has not even removed the PCB. But how,  so many wonders have happened is yet to be analyzed and reasoned out.Note 2:I) NonRMS-Multimeter does not properly read the voltage of a UPS that uses stepped approximated output sine wave while on battery. Hence  output voltage of a 230 VAC UPS is measured to be between 170-180 VAC when on battery.Ii) Low voltage cut off will act if any separate low voltage , high voltage cutoff protection is used at outlet of UPS (while on battery)Iii) chattering may take place at UPS if any separate surge protection is used at UPS outletIv) some body already advised not to use any surge protection at input to UPSV) APC service person informed that APC UPS will not on, if house is not properly grounded (earthing is to be proper) to protect from surges.Vi) if UPS is on battery with battery saver mode enabled  (i.e. mains off) it will give only 5 min backup to loads less than  30w (as no load protection acts),  however if the load is more than 30w , it shutdowns while 5 min juice still left ( i.e. if we disable battery saver mode  we will get 5 min more backup power)From the above , the UPS is now functioning as per specifications. (but one star of APC is reduced against initial issues of equipment, though super fast response exists from their service center) , 5 stars to  ""M/s Appario Retail Private Ltd"" the seller, 5 stars to the APC service center and 5 stars to courier "" M/s Delivery"" for safe and fast delivery.Update 3: After 4 months of use , backup time testing (ignoring erroneous tests in between):The ups was made on and battery saver was made off , due to this  the ups started self charging further and I have waited till the charging is completed. Now,  the TV as monitor with PC were made on ( it took upto 0.45 amp during cold boot , amp measured with clamp meter) while mains is on. once the PC stabilised (0.3A) the mains is switched off. Now it gavea  backup of 17 minutes with beep every minute and given repeated beeps at 17th min. Again every min one beep started for 5 min. After this repeated beeps occurred  for 30 second and ups got tripped. Hence I got 22 minutes and 30 seconds in total. In view of this the star rating is retained at 4 star.One more observation is that it's transformer temperature is high while it is on battery that means (more) energy is being wasted by transformer.I got the battery replaced one more time on 15,01.2020 under warranty as backup time reduced to 11min under the same conditions and load. With new battery I am getting 24 minutes. Hence the Apc is being letdown by battery manufacturer where Apc quality person should have control. After warranty I will install battery from exide and see.,Pros:The device is sleek, small and blends into the environment.Cons:Makes a lot of noise.I bought this primarily to support my television Sony XR-65X90K to handle the switch from generators to mains (For < 30 Secs). It is not sufficient to do that and the TV switches on and off continuously when running on UPS power. I'm not sure what the problem is as the wattage is sufficient.If you have a similar use case as mine, better consult a local inverter shop and get a UPS that fits your requirement. Else, you will end up with dead weight.,Easy to install,My PC has a 550W PSU with 80+ Bronze effeciency but installed components are not supposed to go beyond 280watts under max load. This UPS shuts down as soon as my GPU (GTX 970) reaches 100%.Then I used it for my printer. But as soon as I hit print, the UPS shuts down. So it's useless there as well.Now it's attached to my TV, router and speakers. Atleast I can watch Netflix uninterrupted.,I'm getting trouble in this I think this is not working properly where should I return,Value for money, so far working good.,Small but big life of battery,It is good for electricity stability",-
"R3T1GTTWKWWNZZ,R2YQKYW342PMX8,R3OSOTBK6ZE6IW,R35RC96UA66N6R,R2JWTE1QNDWW2W,R3A3YAK7RGKIF4,R22Z4U7R15TVLK,R1ENC0P3ZUKQO",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475991,3.6,Neutral,Positive,0.7308,"After 20 days of usage, pls don't buy this product. It says 10m range but after 30cm it will properly connect.,Call rieciv not working touch control not better,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61jo1NSTxJL._SY88.jpg,Does the job. Good value for the money paid,Earbuds not with the full 100% charg whenever I take out them from the charging box. Always shows start with 90%. Also not so much fitted in the ears even changing with the eartips. Why company is not giving the refund option?,This is return delivery I got and this is also in fault.. my airpots  are not charging  this time..thek are showing full charged but it's not working when I suppose to use.,Superb,It's ok nice..but not up to the mark I used from 10 months 🤝🏻",-
"R1CJX9OC7AG847,R3ATBUNL84UH5W,RP4NUVUGYLM25,R2U6XBEYSG8MMM,R17I7S12FBOI63,R3KY6XKRALU1LR,R33ESF798DW0KS,R39ZX8VQLNEF80",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475992,3.8,Neutral,Positive,0.9953,"The product is really good but after written the words in pad it shows very lighter we can't able to see well.,Its good for my nephew .. but price is slightly high for this product..,One got damaged immediately,Very good product if screen little bit more brighter, over all nice product !,,This product is very good, its quality is also very good and it proved to be very useful for children, purchased a very good product,Brightness is good, writing is smooth.Easy to use.Has Lock button at behind to restrict unwanted erase.ButWhile writing dots apper near by drawn text and lines automatically without touching there, so may b not suitable for precise calculation and maths like stuff, example u writing 42 and it may appear 4.2 as dot automatically appear between or near by them at certain places.Dots problem more near border and corner.Same product same package can be seen in much lower price if you google properly.My use was just for rough work soI didn't request for Replace or return as seller send from so far via delivery and i feel it may be uneconomical for seller to receive and return via delivery service. So thinking of seller and understanding their convenience i choose to keep and use it.Human only can help and support Human :),Really good quality product.Very light weight.Pen is super cool .Brightness is very high.Must buy product",-
"R2YQPN91YO0X0O,R1LSBBVTFFMUBD,RM5YUP58CTVMN,R8D1M05NWS80B,R3BSHLY6DC169B,RPQSMIZYYZ5XY,RSN8CDJ5X1XI1,RBZWRPAGEE7YW",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475993,3.6,Neutral,Positive,0.1823,"NA,Slightly imbalance legs, overall ok product to use delicately.,Dislike,Curvy edge is making it hard to stay on the bed, it will usually  fall if the weight on one end of table is more. Overall i am using it so i am used to it now for how to use that. But new people will find it problematic.,The feet are badly designed, the table rolls over on the slightest nudge,nice product ,but take more time to deliver,value for money,Stability issues was there in this product It was so sacking,Its does not full fill all your expectations but provide best quality at these price . It is not stable completely",-
"RXB5KHLQUXONP,R2OFHGGYIJGFUR,R3UGUI3KYDDOC2,R2ATZMV7IH43ZE,R2IO934AS2Z5U4,RPEKYFBH5K20D,R1SWRY6BH8CTRE,R2GSWL2NSJI166",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118475995,3.8,Neutral,Positive,0.9976,"[Updated]  Overall you really get what you pay for. They serve the purpose of a decent pair of tws for basic quality calls and music listening. Main problem I noticed was with the pairing and connection strength as they routinely lose signal for no apparent reason. Once or twice I had issue of only one of the buds getting paired and had to reset the other one to get it paired.If you have paired these to one device and try to pair to another one without disconnecting from first it simply doesn't work. This is starting to get annoying but maybe I'll get used to it. We'll see.----------------------------------------------------------This is just day 1 review of these. Got them for Rs 898 on some offer on Amazon. I'll post updates later on. Hope this is helpful for anyone interested.Package : The packaging is quite decent for such a low price. Comes with the tws earphones fitted with medium earplugs fitted inside the case. Also included are a very short USB c cable and two additional earplugs - small and large. Package includes some Noise stickers and a pretty good user manual and warranty instruction card.Build : was immediately dissapointed with the plastic case as the lid was rattling and not confidence boosting. Will use it for a while to see if my worries are unfounded. The earphones themselves are rather sturdy feeling in hand. They fit very snuggly into the case and there is no evident feel of them coming lose or rattling within the case.Comfort : This is very subjective and each ear is different. It's one of the reaonss I wanted to get a cheap tws to see if I'm OK with the form factor for long hours. The prefitted medium size earplugs were not comfortable so I switched to the small size ones. And after about 20 mins I forgot I was even wearing them. The earbuds are very lightweight owing to the plastic build but upside is that they don't cause any strain even after an hour of continuous use. One thing to note is that if you have ""Gandhi"" ears then the fit might be a little awkward - I should know. My ears covered the touch areas of the buds so I had to fiddle around a bit if I wanted to do any of the touch actions. YMMV.Sound quality : I liked them. I'm no audiophile but they have decent volume and satisfactory levels of bass and separation. I tried my usual test at https://youtu.be/J0a2Prc_MQo and they fared quite well. The treble maxes out at 15khz post which you hear nothing at all but this is to be expected at the price point. There was noticeable vibrations creeping in at below 30hz but the L and R drivers seem to be matched well and all of the panning tests were quite decent. I feel this definitely punches above its price point.Call quality : In a low to no outside noise environment the microphones were very good. There was no lag and the person on the other side said my voice was very clear. But things take a steep fall as soon as little noise is present and you start sounding like you're inside a well. Seems the mics can't figure out how to filter out your voice so they end up trashing the call quality. Overall you get what you pay for here.Range : max I got was around 5m. Not sure how they tested and got 10m as advertised. Any disruptions like a wall will simply break the connection but they connected back automatically every time so far so I guess that's passable.Pairing :------ UPDATE on 12th Aug 2022  - - - - - -Major issue here is that if already paired to a device like a laptop they simply are unable to be paired to another device like your phone. You have to unpair from the first device and then try to pair again. Had issues like only one of the buds pairing as well.Have to fiddle around to get it to work and is not convenient.---------------I don't have a phone to test the fast pair features - Actually I'm not even sure these support it. Anyway, the earphones go into pairing mode as soon as you remove them from the case and I was able to pair with no problems on multiple phones. They will auto pair post this initial setup to previously paired devices. I could not find any way to control the pairing mode though. You have to live with what it comes with as there is no app or anything to control what it does. They switch off pairing mode once you put them in the case so hopefully that means the battery would be saved a little.Battery life : Way too early to tell anything. Will share my experience post one week and one month. But they came around 80% charged in the box and I have stated to charge the case - Box says it will take 2hrs to fully charge it and there are basic indicators like a flashing red led for charging which turns solid red once done. The earphones also have LEDs that blink red & white to indicate pairing, low battery etc.Sync issues : None so far. But have seen many such reports and reviews wherein the L and R earphones seem to go out of sync on similar low price TWSes. So will see if I face any such problems.These are the primary areas that I am concerned with while evaluating any TWS so will share how my experience is after a while. So far I'm happy with them.,Hi, My name is Akshay.I used this product and this is very good in sound and valuable money.good in calling also.everything is perfect.,Good Sound Quality...,Buds are very good Quality. With great noise cancellation feature.,When we received this order box is already opened like this.I was not expected at all.,what i don't like is the earpads, sometime it came out don't know the reason even i tried different fits. Rest is great.,Amazing sound,It is the best choice for the product",-
"RKBKQKSEET7CC,RQM34GWJC0DPJ,R1PJNXT9PME2I1,R2VL3P4XIHJFY,R2HZEV0BNY3064,R3HBAZIE8PAIXC,R3LFVYT98WRBZ1,RJPAKDZRUJIDF",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476010,3.8,Neutral,Positive,0.998,"at Rs.319 it's a great deal. I use it for mobile vlogging.,Noice cancellation is not working,Value of money 💰,Good mike, worth money,Very nice mic in this price range.,After seeing many microphone. I found thisI bought it becuase of its good ratings and reviews and in a buget price. This is best for beginners,The first time I had ordered this mic, I received in a amazon plastic bag and the product box inside was completely damaged and was sealed using cello tape. Also, the mic seller sent me was damaged and had low quality audio. It was a duplicate.But, when I replaced, I received the packing in a cardboard box but still the inner box had a few damages.The mix received inside was good.Here is a detailed review of the mic:1. The quality: Quality overall nice. The wire might seem filthy and weak but in reality when I tested it, it was indeed a bit durable. It can easily sustain a bit of a pull and twist. Just mind the spots when the wire meets the audio jack and the mic2. Sound quality: Sound quality is really nice. BUT BUT BUT... before you think of buying it, read the paragraph below (of noise cancellation). The mic catches sound equally even if you are from far away or close to it.3. Noise Cancellation: This is a major point. I used to mic a lot for testing purposes. Let me share my experience. I tested it in different environments.a. In a closed room with AC and total silence: In such environment, you will get crisp sound like a boom microphone. But, you will also receive a bit of white noise or background static noise which you can easily reduce using the noise reduction feature.b. In a room with ceiling fan on and moderate noise: Still seems good but not great. Your vocals would still be crispy and clear but the background noise will increase. Still if you use nice noise reduction software (like Audacity) it will sound great. Adding background music to your video would help.c. In a room with standing fan on and high noise: Not recommended at all. Not only this mic but any mic would capture a TON of noise. To express statistically, there will be atleast 40% noise of wind whooshing in the background.d. The same high noise room with windows open: You will die doing noise reduction. Not gonna lie, the background noise increases by 60 times.  DONT TRY THIS.The pop filter or the sponge on the top of the mic helps a lot. When you are speaking close to the mic, a lot of air goes in while speaking. So, when the ""filter"" is attached, the output sound does not have air whooshing but with the filter removed, the output sound is only air.Now, to sum up...Mic is overall good. Noise cancellation is not great but yeah, for the price range, it is the best!Recording tips:1. Record in a silent room with A/C or else turn on the fan at the least speed so it doesn't make much noise.2. Use the collar clip to place the mic, don't hold it in hand. ( I mean this is common sense :-P )3. If transmission lines (electricity wires which are above the head) go from close to your room, I would recommend changing rooms.Now, the reason for this is that sometimes, the mic can catch electromagnetic intefrerence.  This maono mic won't catch it but I recommend this for generic mics.4. Do noise reduction in Audacity. It is very effective than the inbuilt noise reduction tools in video editors. Also, it is very easy.Also, BOYA BY-M1 MIC SOUNDS ALMOST THE SAME AS THIS MIC. There is only like 2% difference in noise cancellation. But, I would still give both of them 3 stars for noise cancellation.THAT'S IT!Hope you understand what I mean to say.Peace out.,Nice 🙂",-
"R1ZVVISXKO1JOK,R1ZPSHX28L5WL0,R1CDARD5LUVUAJ,R1HCEZCBOONRT6,R3LW1RYTWDVNZK,R14K7AW0ZFZRGD,RZ3JLZP8FSO3I,R12VALC47YCIOT",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476022,3.6,Neutral,Positive,0.9871,"This is an amazing Bluetooth earphone for its price 500 it's good sound,good battery but only problem is there it's band as its flexible it dosent stay at place when in neck they go over another. Otherwise it's an amazing earphone. If your budget is low then buy this it's good.,Bought this product 2 months ago and it is working perfectly fine . Only sometimes it connects to more than one device . Else all things are good,Purchased this product for it was available for immediate delivery. The product appears cheap, but holds well. Sound quality is alright for basic requirements,,Nice Bluetooth 👍👍,NICE PRODUCT IN 450 RS,, BATTERY BACKUP IS AWESOME,,FAST CHARGING,,,SOUND IS ALSO VERY GOOD,,ONLY BASS NOT AVAILABLE AND TYPE C PORT IS NOT AVAILABLE IN THIS NECK BANDOVERALL GOOD PRODUCT,Sound and connectivity is very good but after 5 month it's not charging. No use for long life. Not a good product,Worth",-
"RQ03WWKIJ86VR,R3S0S1OUOOTNC2,R2EEZPKARXPCYZ,R1INKZP3Y4L085,R2CLAZMKKPEP0Y,R3TCUV39Q5GMP7,RZO17F76OW8H9,R201RFHN6XKRPR",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476025,3.9,Neutral,Positive,0.8688,"Nice product,short wired atleast give 2 meter wire,Sound quality  is good,Was looking for a laptop speaker for remote work for few months, something sounds louder than my laptop. I bought this with very very low expectations. BUT!!, Sound quality is not that bad. okay for casual music and podcasts listening. sound is fine and clear in 60%volume range. Vocals are clear. bass is neither present or absent. Enough for desktop listening while working. Max volume is useless. Still great buy for the price. No complaints.,Good product,Bass is not high,Love it,",-
"R2ATT3WQL0UB7P,R1VHI2ZGJSCFVO,R1UHC2M2KPN7W4,RL2IQ53WUNMXA,R2ZU0WUMZ3CLX6,R3C01TBTCD6UB0,R17G6J6XU7GMYG,R2TLAX7VNYS983",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476034,4.2,Positive,Negative,-0.9273,"I've been using the watch for a while now and I got to say I love it. The battery lasts around 4-5 days not 10 days, you do get around 10 day battery life if you disable all features of the Watch. Overall I like the call quality and display touch.,I got this product today and watch is great in budget and performance there's only one major problem that the button is not good but the other things are like speaker mic display etc. Are good.,The watch is good but the product that I got was defective after talking to the fire bolt company they give me new watch watch is value for money go for it.,The watch is stylish sleek and built quality is good.in this price range it's a catch,All over good but volume increase and decrease not working while play the music.,I gv this feedback after using 3 months.. good watch. Lekin jab recive kia, watch on tha☹️ pm me Alarm lagana bohut zaroori hota he. But nhi lagte he. Sirf am me lga skte hai. very disappointed😖 baki battery backup is good 👍 looks achcha hai👌comfortable hai,It’s a good watch but not switching on right now due to some issue,Amazing watch amazing colour! Just bought yesterday, will share feedback again after the usage.",Isu Harga
"R1YI2RI1JC36SO,R3K5ZW63M5MIRN,RK2GIVBNOGOZ3,R25A4JO66YW0TS,RVQD2WX9EIW0W,R35YIQ96ZXOU58,R393HAUNLQT4YD,R1ULBGLCI3H1YU",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476035,3.8,Neutral,Negative,-0.8254,"I have received this product with a torn packet, missing cable and user manual. It seems incomplete product. And the same airtel sim gives me a strong network but here I foud it slower than my mobile network. It's fine, it might be the problem of network, but the cable shouldn't be missing. It seems someone taken while shipping because I got the packet broken. However, I received the WiFi with battery. And I use my own cable to charge it.,Overall satisfied,Nice working,I faced Much tower problem,It is better than mobile hotspot, but it's battery backup is not good.,Even with a 4G SIM the network speed is really low and connection is patchy. Its ok if you are using it for personal surfing but not a good fit for office work.,Satisfied with the product.,When i connect only 1 device then ok. But when multiple device connecting, it is hitting abnormally within 1 minute. Then backup reduce maximum 3-4 hours.",Barang Rusak
"R2VFXFP75ZPQF6,R31BYR22O09BLQ,RKMFDAV9I8Z3,R3VO2OQU0NX1GE,R3H4WLHQYRTZ3H,REW2CYD532JB3,R1QTUL5N1ZE9S3,R15FMRVH2UDP2X",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476042,3.9,Neutral,Negative,-0.1774,"बैटरी के रेट ठीक हैं डिलीवरी ज्यादा है 40 रुपएटोटल 290 ₹ देने पड़े,Charging does not last for more than 3 days with out use after full recharge,battery does not last even one week even in wall clocks,charger is not good because no idicate light after battery fully charge,Get higher wattage..... 1000 too less and required constant charging.,Not even last for 1-2 month in wall clock . Battery leakage is another problemPls don't buy and waste money instead go for good mah and good brands,I have tried changing once only it's ok,1.2 v please check when buying",Sentimen Negatif Umum
"R3H500MXJWRGI,R23WZ2PU1E2ZTM,R26VZERXGYOH61,R6BH0WP7AU7K5,R3Q5DCTI9MGLIN,RKLM5089QQVNH,R12GPK5AS5ZUZN,R1DMSSN400Y30K",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476043,3.6,Neutral,Positive,0.9883,"Then this one is for you. It's actually well made and the colour options are pretty catchy. I basically wanted some no silicon tips wired earphones for laptop& cell phone calling. Didn't want to pay more than necessary when I saw these for 200/- grabbed them cause I saw some pretty good reviews and honestly they are good for the money. Love the design. The volume buttons work. Good for casual music sessions. Mic is good too.,They are very good for the price point. But the build quality is just bad. I bought it because it had volume control, even high end earphones lack those nowdays. But the button enclosure feels like cheap plastic and will break easily. It has huge drivers don't get me wrong 14mm for earphones this price is no joke. The bass is also quite good. Go for it only if you have budget restraints.,The quality of sound is good but it's build quality. The wires are very delicate and prone to get bend and break,Sound Quality-GoodMicrophone Clearance-GoodWare Quality-Good & long ware.Design-GoodI Recommends to you....Only i believe amazon.... They will never broke my trust.,Best product in this price.,decent one for the price. so far no issues,Totally worth it ☺️,a Bit loud and the cables are very thin. But for 199 it's good .",-
"RTD1L3LGGMBG3,R1C6Z9AXP9ICQM,R3IAQHMHSD92O6,R1SH5KG6YVLJ0H,R2ST8W6PO0TBDR,R1SD1W9T3GM23X,R3J5HRLH5MG85E,R302A87U6XE21L",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476044,3.5,Neutral,Negative,-0.4939,"good product value for money,,Good product,Works Well With PlayStation 3, Must Try.,It shorted from the inside. There was no visible damage outside but the cable shorted from inside and sparks started to fly during ordinary use,Nice,Looks sturdy and better quality than the market ones,One of the pins were broken when received and I could see that inside the pins its not metal instead looks like porceline and outside alone a thin ss covering is given. poor quality",Barang Rusak
